Protein_id,Gene_id,Gene_name,Protein,Chromosome,Location
AAK89891.2,Atu3504,no name,"ABC transporter, substrate binding protein (sulfate)",AE007870.2,complement(554626-555612)
AAK89890.2,Atu3505,no name,enoyl-CoA hydratase,AE007870.2,complement(555782-556834)
AAK89889.2,Atu3506,no name,conserved hypothetical protein,AE007870.2,556991-557392
AAK89888.2,Atu3507,no name,conserved hypothetical protein,AE007870.2,complement(557462-558241)
AAK89887.1,Atu3508,ubiG,3-demethylubiquinone-9 3-methyltransferase,AE007870.2,558539-559291
AAK89886.1,Atu3509,no name,conserved hypothetical protein,AE007870.2,complement(559377-559805)
AAK89885.2,Atu3510,no name,amidohydrolase,AE007870.2,complement(559802-560662)
AAK89884.1,Atu3511,grx,glutaredoxin,AE007870.2,complement(560687-560989)
AAK89883.2,Atu3512,comF,competence protein F,AE007870.2,complement(561002-561793)
AAK89882.2,Atu3513,no name,methyltransferase,AE007870.2,561936-562817
AAL44327.1,Atu3514,pilA,fimbriae associated protein,AE007870.2,complement(562835-563050)
AAK89881.2,Atu3515,no name,conserved hypothetical protein,AE007870.2,complement(563122-563436)
AAK89880.1,Atu3516,no name,"NTP pyrophosphohydrolase, MutT family",AE007870.2,complement(563609-564022)
AAK89879.2,Atu3517,no name,acetyltransferase,AE007870.2,complement(564019-564795)
AAK89878.1,Atu3518,argJ,arginine biosynthesis bifunctional protein,AE007870.2,complement(564814-566055)
AAK89877.2,Atu3519,ppiD,peptidyl-prolyl cis-trans isomerase,AE007870.2,complement(566148-567014)
AAK89876.2,Atu3520,secA,preprotein translocase SECA subunit,AE007870.2,567257-569965
AAK89875.1,Atu3521,no name,permease,AE007870.2,570113-571006
AAK89874.2,Atu3522,no name,conserved hypothetical protein,AE007870.2,571088-572290
AAK89873.2,Atu3523,no name,polysaccharide biosynthesis associated protein,AE007870.2,572347-573762
AAK89872.2,Atu8188,no name,conserved hypothetical protein,AE007870.2,573771-575042
AAK89871.1,Atu3525,no name,conserved hypothetical protein,AE007870.2,complement(575095-575757)
AAK89870.2,Atu3527,no name,conserved hypothetical protein,AE007870.2,complement(576261-577103)
AAK89869.1,Atu3528,no name,oxidoreductase,AE007870.2,complement(577129-578118)
AAK89868.1,Atu3529,uxuA,mannonate dehydratase,AE007870.2,complement(578115-579308)
AAK89867.1,Atu3530,uxuB,mannitol dehydrogenase,AE007870.2,complement(579312-580784)
AAK89866.1,Atu3531,fabG,3-oxoacyl-(acyl-carrier-protein) reductase,AE007870.2,complement(580802-581542)
AAK89865.1,Atu3532,no name,"transcriptional regulator, GntR family",AE007870.2,complement(581565-582314)
AAK89864.2,Atu3533,no name,"ABC transporter, substrate binding protein (sugar)",AE007870.2,582466-583506
AAK89863.1,Atu3534,no name,"ABC transporter, membrane spanning protein",AE007870.2,583646-584686
AAK89862.1,Atu3535,no name,"ABC transporter, membrane spanning protein",AE007870.2,584697-585674
AAK89861.1,Atu3536,no name,"ABC transporter, nucleotide binding/ATPase protein",AE007870.2,585679-587220
AAL44349.1,Atu3537,no name,hypothetical protein,AE007870.2,complement(587224-587433)
AAK89860.1,Atu3538,no name,conserved hypothetical protein,AE007870.2,587569-588084
AAK89859.1,Atu3539,no name,conserved hypothetical protein,AE007870.2,complement(588115-588672)
AAK89858.1,Atu3540,no name,hypothetical protein,AE007870.2,complement(588723-589361)
AAK89857.2,Atu3541,no name,conserved hypothetical protein,AE007870.2,589442-590044
AAK89856.2,Atu3542,prp1,serine/threonine protein phosphatase I,AE007870.2,590164-590955
AAK89855.1,Atu3543,dhbK,"3,4-dihydroxy-2-butanone kinase",AE007870.2,complement(590970-592664)
AAK89854.1,Atu3544,arsB,arsenical pump membrane protein,AE007870.2,592991-594244
AAK89853.1,Atu3545,no name,conserved hypothetical protein,AE007870.2,complement(594315-594644)
AAK89852.1,Atu3546,no name,hypothetical protein,AE007870.2,594873-596891
AAK89851.1,Atu3547,no name,conserved hypothetical protein,AE007870.2,complement(596961-597617)
AAK89850.1,Atu3548,no name,glycosyltransferase,AE007870.2,complement(597762-598988)
AAK89849.1,Atu3549,no name,conserved hypothetical protein,AE007870.2,complement(598985-600322)
AAK89848.2,Atu3550,no name,putative succinoglycan transport protein,AE007870.2,complement(600315-601793)
AAK89847.1,Atu3551,no name,glycosyltransferase,AE007870.2,complement(601955-603190)
AAK89846.2,Atu3553,no name,Hypothetical protein,AE007870.2,603686-605014
AAK89845.2,Atu3554,no name,conserved hypothetical protein,AE007870.2,605158-605658
AAK89844.2,Atu3555,no name,hypothetical protein,AE007870.2,605840-606766
AAK89843.2,Atu3556,no name,exopolysaccharide polymerization/transport protein,AE007870.2,606898-609147
AAK89842.2,Atu8033,no name,hypothetical protein,AE007870.2,609161-609817
AAK89841.2,Atu3557,no name,conserved hypothetical protein,AE007870.2,609950-611419
AAK89840.2,Atu3558,no name,glycosyltransferase,AE007870.2,611436-612650
AAK89839.2,Atu3559,no name,glycosyltransferase,AE007870.2,complement(612705-613799)
AAK89838.1,Atu3560,no name,glycosyltransferase,AE007870.2,complement(613852-615000)
AAK89837.1,Atu3561,no name,hypothetical protein,AE007870.2,615376-615840
AAK89836.1,Atu3562,no name,hypothetical protein,AE007870.2,615816-616241
AAK89835.2,Atu3563,greB,transcription elongation factor,AE007870.2,complement(616296-616778)
AAK89834.2,Atu3564,exsH,"endo-1,3-1,4-beta-glycanase",AE007870.2,617050-618447
AAK89833.2,Atu3565,no name,conserved hypothetical protein,AE007870.2,complement(618525-619505)
AAK89832.1,Atu3566,no name,hypothetical protein,AE007870.2,complement(619899-620321)
AAK89831.2,Atu3567,no name,hypothetical protein,AE007870.2,complement(620391-620882)
AAK89830.2,Atu3568,no name,conserved hypothetical protein,AE007870.2,621079-623007
AAK89829.1,Atu3569,no name,hypothetical protein,AE007870.2,623016-623444
AAK89828.2,Atu3570,no name,conserved hypothetical protein,AE007870.2,623482-624678
AAK89827.1,Atu3571,no name,conserved hypothetical protein,AE007870.2,624678-625391
AAK89826.1,Atu8113,no name,conserved hypothetical protein,AE007870.2,625388-626539
AAK89825.1,Atu3572,no name,"transcriptional regulator, HTH family",AE007870.2,626666-627103
AAK89824.1,Atu3573,no name,hypothetical protein,AE007870.2,627132-627431
AAK89823.1,Atu3574,xylG,"ABC transporter, nucleotide binding/ATPase protein (xylose)",AE007870.2,complement(627634-628416)
AAK89822.2,Atu3575,xylH,"ABC transporter, membrane spanning protein (xylose)",AE007870.2,complement(628435-629748)
AAK89821.1,Atu3576,xylF,"ABC transporter, substrate binding protein (xylose)",AE007870.2,complement(629829-630869)
AAK89820.2,Atu3577,no name,transcriptional regulator,AE007870.2,631102-632346
AAK89819.2,Atu3578,glpD,glycerol-3-phosphate dehydrogenase,AE007870.2,complement(632366-633913)
AAK89818.2,Atu3579,gloA,lactoylglutathione lyase,AE007870.2,complement(634081-634497)
AAK89817.1,Atu3580,mutA,methylmalonyl-CoA mutase,AE007870.2,complement(634511-636652)
AAK89816.1,Atu3581,pccA,"propionyl-coenzyme A carboxylase, alpha polypeptide",AE007870.2,complement(636779-638782)
AAK89815.2,Atu3582,no name,hypothetical protein,AE007870.2,complement(638787-639206)
AAK89814.1,Atu3583,no name,conserved hypothetical protein,AE007870.2,complement(639224-639784)
AAK89813.1,Atu8189,no name,hypothetical protein,AE007870.2,complement(639819-640196)
AAK89812.2,Atu3585,no name,glutathione S-transferase,AE007870.2,complement(640322-641218)
AAK89811.2,Atu3586,no name,propionyl-CoA carboxylase,AE007870.2,complement(641322-642854)
AAK89810.2,Atu3587,no name,transcriptional regulator,AE007870.2,642973-644391
AAK89809.1,Atu3588,alkA,DNA-3-methyladenine glycosidase II,AE007870.2,complement(644401-645048)
AAK89808.1,Atu3589,gltX,glutamyl-tRNA Synthetase,AE007870.2,645097-645996
AAK89807.2,Atu3590,no name,transporter,AE007870.2,complement(645964-646881)
AAK89806.2,Atu3591,no name,short chain dehydrogenase,AE007870.2,647058-647891
AAK89805.1,Atu8190,no name,conserved hypothetical protein,AE007870.2,647909-648106
AAK89804.2,Atu3593,no name,conserved hypothetical protein,AE007870.2,648108-648686
AAK89803.2,Atu3594,no name,conserved hypothetical protein,AE007870.2,648719-649492
AAK89802.1,Atu3595,etfB,electron transfer flavoprotein beta subunit,AE007870.2,649675-650421
AAK89801.2,Atu3596,etfA,electron transfer flavoprotein alpha subunit,AE007870.2,650447-651376
AAK89800.2,Atu3597,hbdA,3-hydroxybutyryl-CoA dehydrogenase,AE007870.2,651491-652372
AAK89799.1,Atu3598,dsbE,thiol:disulfide interchange protein,AE007870.2,complement(652419-653087)
AAK89798.2,Atu3599,argH,argininosuccinate lyase,AE007870.2,653110-654510
AAK89797.1,Atu3600,no name,hypothetical protein,AE007870.2,654497-654808
AAK89796.1,Atu3601,lysA,diaminopimelate decarboxylase,AE007870.2,654822-656090
AAK89795.2,Atu3602,no name,conserved hypothetical protein,AE007870.2,656257-658965
ABW89721.1,Atu8114,no name,hypothetical protein,AE007870.2,complement(659150-659356)
AAK89794.1,Atu3603,no name,two component response regulator,AE007870.2,complement(659474-659833)
AAK89793.1,Atu3604,hpt,hypoxanthine phosphoribosyltransferase,AE007870.2,complement(659976-660518)
AAK89792.2,Atu3605,no name,hypothetical protein,AE007870.2,complement(660589-661260)
AAK89791.1,Atu3606,ftsE,cell division ATP-binding protein,AE007870.2,661462-662121
AAK89790.1,Atu3607,ftsX,cell division protein,AE007870.2,662114-663121
AAK89789.1,Atu3608,no name,conserved hypothetical protein,AE007870.2,663235-663966
AAK89788.2,Atu3609,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,AE007870.2,664081-664878
AAK89787.2,Atu3610,no name,transporter,AE007870.2,complement(664851-665402)
AAK89786.1,Atu8095,no name,conserved hypothetical protein,AE007870.2,665452-666453
AAK89785.2,Atu3611,tyrC,prephenate dehydrogenase,AE007870.2,complement(666625-667554)
AAK89784.1,Atu3612,hisC,histidinol-phosphate aminotransferase,AE007870.2,complement(667554-668660)
AAK89783.2,Atu3613,no name,conserved hypothetical protein,AE007870.2,complement(668745-669506)
AAK89782.2,Atu3614,gloB,glyoxalase II,AE007870.2,669626-670396
AAK89781.2,Atu3615,no name,conserved hypothetical protein,AE007870.2,670408-670836
AAK89780.1,Atu3616,no name,conserved hypothetical protein,AE007870.2,complement(670945-671718)
AAK89779.2,Atu3617,rpmB,50S ribosomal protein L28,AE007870.2,671971-672261
AAK89778.2,Atu3618,no name,conserved hypothetical protein,AE007870.2,672427-673065
AAK89777.2,Atu3619,no name,conserved hypothetical protein,AE007870.2,673177-673512
AAK89776.1,Atu3620,no name,conserved hypothetical protein,AE007870.2,complement(673516-674541)
AAK89775.2,Atu3621,cobT,cobyrinic acid synthase,AE007870.2,complement(674531-676435)
AAK89774.2,Atu3622,cobS,cobalamin biosynthesis protein,AE007870.2,complement(676547-677536)
AAK89773.2,Atu3623,dnaJ,"molecular chaperone, DnaJ family",AE007870.2,complement(677605-678240)
AAK89772.2,Atu3624,bolA,stress induced morphogen,AE007870.2,678355-678636
AAK89771.1,Atu3625,aroB,3-dehydroquinate synthase,AE007870.2,complement(678656-679789)
AAK89770.2,Atu3626,aroK,shikimate kinase,AE007870.2,complement(679795-680376)
AAL44439.1,Atu3627,no name,hypothetical protein,AE007870.2,complement(680373-680531)
AAK89769.1,Atu3628,no name,conserved hypothetical protein,AE007870.2,680564-680737
AAK89768.1,Atu3629,xerD,site-specific recombinase,AE007870.2,680734-681729
AAK89767.1,Atu3630,accA,"acetyl-CoA carboxylase carboxyl transferase, alpha subunit",AE007870.2,681793-682746
AAK89766.2,Atu3631,no name,conserved hypothetical protein,AE007870.2,683199-684338
AAK89765.1,Atu3632,no name,conserved hypothetical protein,AE007870.2,684335-684571
AAK89764.2,Atu3633,no name,conserved hypothetical protein,AE007870.2,complement(684795-685919)
AAK89763.2,Atu3634,dacF,penicillin-binding protein dacf precursor,AE007870.2,complement(686107-687276)
AAK89762.2,Atu3635,no name,amidohydrolase,AE007870.2,687389-688552
AAK89761.1,Atu3636,no name,hypothetical protein,AE007870.2,complement(689286-689732)
AAK89760.2,Atu3637,rpsU,30S ribosomal protein S21,AE007870.2,complement(689890-690120)
AAK89759.1,Atu3638,no name,conserved hypothetical protein,AE007870.2,complement(690379-691503)
AAK89758.2,Atu3639,no name,hypothetical protein,AE007870.2,complement(691507-692238)
AAK89757.1,Atu3640,no name,conserved hypothetical protein,AE007870.2,complement(692241-693821)
AAK89756.1,Atu3641,no name,conserved hypothetical protein,AE007870.2,complement(693818-694927)
AAK89755.2,Atu3642,vgrG,vgrG protein,AE007870.2,complement(694941-697205)
AAK89754.1,Atu3643,no name,hypothetical protein,AE007870.2,697335-698270
AAK89753.2,Atu3644,no name,hypothetical protein,AE007870.2,698498-698953
AAL44457.1,Atu3645,no name,hypothetical protein,AE007870.2,699072-699479
AAK89752.1,Atu3646,no name,hypothetical protein,AE007870.2,complement(699476-699901)
AAL44459.1,Atu3647,no name,hypothetical protein,AE007870.2,700032-700277
AAK89751.2,Atu3648,no name,conserved hypothetical protein,AE007870.2,700693-700914
AAK89749.2,Atu3650,no name,conserved hypothetical protein,AE007870.2,701397-701972
AAK89748.1,Atu3651,no name,conserved hypothetical protein,AE007870.2,702043-702909
AAK89747.2,Atu3652,no name,conserved hypothetical protein,AE007870.2,703047-703889
AAL44465.1,Atu3653,no name,hypothetical protein,AE007870.2,complement(703937-704173)
AAK89746.2,Atu3654,no name,hypothetical protein,AE007870.2,complement(704727-705242)
AAK89745.2,Atu3655,no name,antioxidant enzyme,AE007870.2,705579-706145
AAK89744.1,Atu3656,no name,acetyltransferase,AE007870.2,706326-706712
AAK89743.1,Atu3657,no name,conserved hypothetical protein,AE007870.2,706981-707229
AAK89742.2,Atu3658,no name,"transcriptional regulator, MerR family",AE007870.2,707492-708577
AAK89741.2,Atu3661,no name,hypothetical protein,AE007870.2,complement(709086-709745)
AAK89740.1,Atu3662,no name,hypothetical protein,AE007870.2,710360-711970
AAK89739.2,Atu3663,no name,conserved hypothetical protein,AE007870.2,complement(712197-712619)
AAK89738.2,Atu3664,ephA,epoxide hydrolase,AE007870.2,712794-713765
AAK89737.1,Atu3665,ditI,short-chain dehydrogenase,AE007870.2,complement(714038-714784)
AAK89736.1,Atu8034,no name,hypothetical protein,AE007870.2,714854-715033
AAK89735.1,Atu3666,no name,conserved hypothetical protein,AE007870.2,715046-715504
AAK89734.1,Atu3667,panD,aspartate 1-decarboxylase,AE007870.2,715559-716026
AAK89733.1,Atu3668,no name,siderophore biosynthesis protein,AE007870.2,complement(716058-716579)
AAK89732.2,Atu3669,no name,siderophore biosynthesis protein,AE007870.2,complement(716694-718055)
AAK89731.2,Atu3670,no name,siderophore biosynthesis protein,AE007870.2,complement(718087-721473)
AAK89730.1,Atu3671,no name,siderophore biosynthesis protein,AE007870.2,complement(721484-722551)
AAK89729.1,Atu3672,no name,"polyketide synthase, siderophore biosynthesis protein",AE007870.2,complement(722591-727153)
AAK89728.2,Atu3673,no name,siderophore biosynthesis protein,AE007870.2,complement(727195-729447)
AAL44486.1,Atu3674,no name,hypothetical protein,AE007870.2,complement(729520-729723)
AAK89727.1,Atu3675,no name,"peptide synthetase, siderophore biosynthesis protein",AE007870.2,729769-734331
AAK89726.1,Atu3676,no name,putative siderophore biosynthesis protein,AE007870.2,734328-735224
AAK89725.1,Atu3677,no name,"polyketide synthase, siderophore biosynthesis protein",AE007870.2,735221-736696
AAK89724.2,Atu3678,no name,putative siderophore biosynthesis protein,AE007870.2,736711-736950
AAK89723.1,Atu3679,no name,putative siderophore biosynthesis protein,AE007870.2,736961-737479
AAK89722.2,Atu3680,no name,putative siderophore biosynthesis protein,AE007870.2,737476-738039
AAK89721.2,Atu3681,no name,"polyketide synthetase, siderophore biosynthesis protein",AE007870.2,738077-742510
AAK89720.1,Atu3682,no name,"non-ribosomal peptide synthetase, siderophore biosynthesis protein",AE007870.2,742507-749706
AAK89719.2,Atu3683,no name,"peptide synthetase, siderophore biosynthesis protein",AE007870.2,749718-757409
AAK89718.1,Atu3684,no name,siderophore biosynthesis protein,AE007870.2,757414-759081
AAK89717.2,Atu3685,no name,"Thioesterase, putative siderophore biosynthesis protein",AE007870.2,759096-759842
AAK89716.1,Atu3686,no name,putative siderophore biosynthesis protein,AE007870.2,759870-760763
AAK89715.2,Atu3687,no name,TonB-dependent receptor,AE007870.2,760897-763335
AAK89714.2,Atu3688,fecB,"ABC transporter, membrane spanning protein (iron(III) dicitrate)",AE007870.2,763389-764309
AAK89713.1,Atu3689,fecC,"ABC transporter, membrane spanning protein (iron(III) dicitrate)",AE007870.2,764306-765355
AAK89712.2,Atu3690,fecD,"ABC transporter, membrane spanning protein (iron (III) dicitrate)",AE007870.2,765352-766326
AAK89711.1,Atu3691,fecE,"ABC transporter, nucleotide binding/ATPase protein (iron (III) dicitrate)",AE007870.2,766319-767122
AAK89710.2,Atu3692,no name,sigma factor,AE007870.2,767474-768016
AAK89709.1,Atu3693,fecR,two component sensor kinase,AE007870.2,768064-769035
AAK89708.2,Atu3694,pbpC,penicillin binding protein,AE007870.2,complement(769161-771206)
AAK89707.2,Atu3695,no name,conserved hypothetical protein,AE007870.2,complement(771236-776692)
AAL44508.1,Atu3696,no name,conserved hypothetical protein,AE007870.2,complement(776811-776999)
AAK89706.2,Atu3697,lonD,ATP-dependent protease LA 2,AE007870.2,complement(777010-777657)
AAK89705.2,Atu3698,no name,putative thioredoxin,AE007870.2,complement(777750-778718)
AAK89704.1,Atu3699,no name,conserved hypothetical protein,AE007870.2,complement(778772-779281)
AAK89703.1,Atu3701,no name,glutathione S-transferase,AE007870.2,779833-780525
AAK89702.2,Atu3703,trmU,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,AE007870.2,complement(781025-782167)
